content,score,clean_text,token,stopword_removal,stemming
"Dari awal apply belum pernah dapat panggilan, jangan kan panggilan kadang lamaran blm dibaca tiba2 udh tutup karena status yg ga berubah, padahal ngelamar sesuai dgn pengalaman. Tp mgkn blik lg ke rezeki msng2. Sy share loker dr jobstreet bwt temen, dia lgsg di panggil. Di perusahaan yg sy apply juga. Padahal sama2 pengalaman di bidang yg sama. Entah deh kenapa",2,dari awal apply belum pernah dapat panggilan jangan kan panggilan kadang lamaran blm dibaca tiba udh tutup karena status yg ga berubah padahal ngelamar sesuai dgn pengalaman tp mgkn blik lg ke rezeki msng sy share loker dr jobstreet bwt temen dia lgsg di panggil di perusahaan yg sy apply juga padahal sama pengalaman di bidang yg sama entah deh kenapa,"['dari', 'awal', 'apply', 'belum', 'pernah', 'dapat', 'panggilan', 'jangan', 'kan', 'panggilan', 'kadang', 'lamaran', 'blm', 'dibaca', 'tiba', 'udh', 'tutup', 'karena', 'status', 'yg', 'ga', 'berubah', 'padahal', 'ngelamar', 'sesuai', 'dgn', 'pengalaman', 'tp', 'mgkn', 'blik', 'lg', 'ke', 'rezeki', 'msng', 'sy', 'share', 'loker', 'dr', 'jobstreet', 'bwt', 'temen', 'dia', 'lgsg', 'di', 'panggil', 'di', 'perusahaan', 'yg', 'sy', 'apply', 'juga', 'padahal', 'sama', 'pengalaman', 'di', 'bidang', 'yg', 'sama', 'entah', 'deh', 'kenapa']","['awal', 'apply', 'pernah', 'panggilan', 'jangan', 'kan', 'panggilan', 'kadang', 'lamaran', 'blm', 'dibaca', 'tiba', 'udh', 'tutup', 'status', 'yg', 'ga', 'berubah', 'padahal', 'ngelamar', 'sesuai', 'dgn', 'pengalaman', 'tp', 'mgkn', 'blik', 'lg', 'rezeki', 'msng', 'sy', 'share', 'loker', 'dr', 'jobstreet', 'bwt', 'temen', 'lgsg', 'panggil', 'perusahaan', 'yg', 'sy', 'apply', 'padahal', 'sama', 'pengalaman', 'bidang', 'yg', 'sama', 'entah', 'deh']","['awal', 'apply', 'pernah', 'panggil', 'jangan', 'kan', 'panggil', 'kadang', 'lamar', 'blm', 'baca', 'tiba', 'udh', 'tutup', 'status', 'yg', 'ga', 'ubah', 'padahal', 'ngelamar', 'sesuai', 'dgn', 'alam', 'tp', 'mgkn', 'blik', 'lg', 'rezeki', 'msng', 'sy', 'share', 'loker', 'dr', 'jobstreet', 'bwt', 'temen', 'lgsg', 'panggil', 'usaha', 'yg', 'sy', 'apply', 'padahal', 'sama', 'alam', 'bidang', 'yg', 'sama', 'entah', 'deh']"
Mantab,5,mantab,['mantab'],['mantab'],['mantab']
Aplikasi ga jelas ga pernah di filter soal penipuan yang mengatasnamakan perusahaan. Dan juga tidak ada info soal lowongan buka atau tutup. SANGAT TIDAK JELAS!!,1,aplikasi ga jelas ga pernah di filter soal penipuan yang mengatasnamakan perusahaan dan juga tidak ada info soal lowongan buka atau tutup sangat tidak jelas,"['aplikasi', 'ga', 'jelas', 'ga', 'pernah', 'di', 'filter', 'soal', 'penipuan', 'yang', 'mengatasnamakan', 'perusahaan', 'dan', 'juga', 'tidak', 'ada', 'info', 'soal', 'lowongan', 'buka', 'atau', 'tutup', 'sangat', 'tidak', 'jelas']","['aplikasi', 'ga', 'jelas', 'ga', 'pernah', 'filter', 'soal', 'penipuan', 'mengatasnamakan', 'perusahaan', 'info', 'soal', 'lowongan', 'buka', 'tutup', 'sangat', 'jelas']","['aplikasi', 'ga', 'jelas', 'ga', 'pernah', 'filter', 'soal', 'tipu', 'mengatasnamakan', 'usaha', 'info', 'soal', 'lowong', 'buka', 'tutup', 'sangat', 'jelas']"
"Banyak loker bodong, tiga kali dpt panggilan kerja palsu,",2,banyak loker bodong tiga kali dpt panggilan kerja palsu,"['banyak', 'loker', 'bodong', 'tiga', 'kali', 'dpt', 'panggilan', 'kerja', 'palsu']","['banyak', 'loker', 'bodong', 'tiga', 'kali', 'dpt', 'panggilan', 'kerja', 'palsu']","['banyak', 'loker', 'bodong', 'tiga', 'kali', 'dpt', 'panggil', 'kerja', 'palsu']"
"Thank you jobstreet...aku sudah dapat pekerjaan melalui aplikasi ini...dan dua perusahaan yang saya Lamar dua-duanya terima cv saya dan Melakukan Interview.,baik secara online maupun offline,terima Kasih banyak.",5,thank you jobstreetaku sudah dapat pekerjaan melalui aplikasi inidan dua perusahaan yang saya lamar duaduanya terima cv saya dan melakukan interviewbaik secara online maupun offlineterima kasih banyak,"['thank', 'you', 'jobstreetaku', 'sudah', 'dapat', 'pekerjaan', 'melalui', 'aplikasi', 'inidan', 'dua', 'perusahaan', 'yang', 'saya', 'lamar', 'duaduanya', 'terima', 'cv', 'saya', 'dan', 'melakukan', 'interviewbaik', 'secara', 'online', 'maupun', 'offlineterima', 'kasih', 'banyak']","['thank', 'you', 'jobstreetaku', 'pekerjaan', 'melalui', 'aplikasi', 'inidan', 'perusahaan', 'lamar', 'duaduanya', 'terima', 'cv', 'melakukan', 'interviewbaik', 'online', 'maupun', 'offlineterima', 'kasih', 'banyak']","['thank', 'you', 'jobstreetaku', 'kerja', 'lalu', 'aplikasi', 'inidan', 'usaha', 'lamar', 'duaduanya', 'terima', 'cv', 'laku', 'interviewbaik', 'online', 'maupun', 'offlineterima', 'kasih', 'banyak']"
"Tolong development yg terhormat coba untuk perusahaan yg bodong jangan di share dong kami para pencaker sangat rugi sekali kami mencari loker untuk bekerja bukan di minta duit duluan kalau mau share itu harus detail perusahaannya bibit bobotnya,saya pernah dapat panggilan di salah satu perusahaan BMC pas di samperin bukan PT melainkan ruko penyaluran pekerjaan di situ kami di mintain duit terlebih dahulu dan mndaftar membersip.",1,tolong development yg terhormat coba untuk perusahaan yg bodong jangan di share dong kami para pencaker sangat rugi sekali kami mencari loker untuk bekerja bukan di minta duit duluan kalau mau share itu harus detail perusahaannya bibit bobotnyasaya pernah dapat panggilan di salah satu perusahaan bmc pas di samperin bukan pt melainkan ruko penyaluran pekerjaan di situ kami di mintain duit terlebih dahulu dan mndaftar membersip,"['tolong', 'development', 'yg', 'terhormat', 'coba', 'untuk', 'perusahaan', 'yg', 'bodong', 'jangan', 'di', 'share', 'dong', 'kami', 'para', 'pencaker', 'sangat', 'rugi', 'sekali', 'kami', 'mencari', 'loker', 'untuk', 'bekerja', 'bukan', 'di', 'minta', 'duit', 'duluan', 'kalau', 'mau', 'share', 'itu', 'harus', 'detail', 'perusahaannya', 'bibit', 'bobotnyasaya', 'pernah', 'dapat', 'panggilan', 'di', 'salah', 'satu', 'perusahaan', 'bmc', 'pas', 'di', 'samperin', 'bukan', 'pt', 'melainkan', 'ruko', 'penyaluran', 'pekerjaan', 'di', 'situ', 'kami', 'di', 'mintain', 'duit', 'terlebih', 'dahulu', 'dan', 'mndaftar', 'membersip']","['development', 'yg', 'terhormat', 'coba', 'perusahaan', 'yg', 'bodong', 'jangan', 'share', 'dong', 'pencaker', 'sangat', 'rugi', 'sekali', 'mencari', 'loker', 'bekerja', 'bukan', 'minta', 'duit', 'duluan', 'kalau', 'mau', 'share', 'detail', 'perusahaannya', 'bibit', 'bobotnyasaya', 'pernah', 'panggilan', 'salah', 'satu', 'perusahaan', 'bmc', 'pas', 'samperin', 'bukan', 'pt', 'ruko', 'penyaluran', 'pekerjaan', 'situ', 'mintain', 'duit', 'terlebih', 'mndaftar', 'membersip']","['development', 'yg', 'hormat', 'coba', 'usaha', 'yg', 'bodong', 'jangan', 'share', 'dong', 'pencaker', 'sangat', 'rugi', 'sekali', 'cari', 'loker', 'kerja', 'bukan', 'minta', 'duit', 'duluan', 'kalau', 'mau', 'share', 'detail', 'usaha', 'bibit', 'bobotnyasaya', 'pernah', 'panggil', 'salah', 'satu', 'usaha', 'bmc', 'pas', 'samperin', 'bukan', 'pt', 'ruko', 'salur', 'kerja', 'situ', 'mintain', 'duit', 'lebih', 'mndaftar', 'sip']"
"Keren, Jobstreet👍🏻👍🏻",5,keren jobstreet👍🏻👍🏻,"['keren', 'jobstreet👍🏻👍🏻']","['keren', 'jobstreet👍🏻👍🏻']","['keren', 'jobstreet']"
Masih lumayan banyak loker penipuan,1,masih lumayan banyak loker penipuan,"['masih', 'lumayan', 'banyak', 'loker', 'penipuan']","['lumayan', 'banyak', 'loker', 'penipuan']","['lumayan', 'banyak', 'loker', 'tipu']"
"Tolong diperbaikin sistemnya, banyak loker bodong. Udah 200 lebih lamaran saya sebar tp tak ada satupun yg nyangkut ! Tiap kali saya lamar pasti alesannya loker nya udah ditutup padahal baru beberapa hari dibuka lokernya",1,tolong diperbaikin sistemnya banyak loker bodong udah  lebih lamaran saya sebar tp tak ada satupun yg nyangkut  tiap kali saya lamar pasti alesannya loker nya udah ditutup padahal baru beberapa hari dibuka lokernya,"['tolong', 'diperbaikin', 'sistemnya', 'banyak', 'loker', 'bodong', 'udah', 'lebih', 'lamaran', 'saya', 'sebar', 'tp', 'tak', 'ada', 'satupun', 'yg', 'nyangkut', 'tiap', 'kali', 'saya', 'lamar', 'pasti', 'alesannya', 'loker', 'nya', 'udah', 'ditutup', 'padahal', 'baru', 'beberapa', 'hari', 'dibuka', 'lokernya']","['diperbaikin', 'sistemnya', 'banyak', 'loker', 'bodong', 'udah', 'lebih', 'lamaran', 'sebar', 'tp', 'tak', 'satupun', 'yg', 'nyangkut', 'tiap', 'kali', 'lamar', 'alesannya', 'loker', 'nya', 'udah', 'ditutup', 'padahal', 'baru', 'beberapa', 'hari', 'dibuka', 'lokernya']","['diperbaikin', 'sistem', 'banyak', 'loker', 'bodong', 'udah', 'lebih', 'lamar', 'sebar', 'tp', 'tak', 'satu', 'yg', 'nyangkut', 'tiap', 'kali', 'lamar', 'alesannya', 'loker', 'nya', 'udah', 'tutup', 'padahal', 'baru', 'beberapa', 'hari', 'buka', 'lokernya']"
"Aplikasi yang sekarang menghilangkan job level, kita itu perlu tau ini level staff, supervisor atau manager,. Nanti asal lamar tau nya gak sesuai, jadi menghabiskan waktu",1,aplikasi yang sekarang menghilangkan job level kita itu perlu tau ini level staff supervisor atau manager nanti asal lamar tau nya gak sesuai jadi menghabiskan waktu,"['aplikasi', 'yang', 'sekarang', 'menghilangkan', 'job', 'level', 'kita', 'itu', 'perlu', 'tau', 'ini', 'level', 'staff', 'supervisor', 'atau', 'manager', 'nanti', 'asal', 'lamar', 'tau', 'nya', 'gak', 'sesuai', 'jadi', 'menghabiskan', 'waktu']","['aplikasi', 'sekarang', 'menghilangkan', 'job', 'level', 'perlu', 'tau', 'level', 'staff', 'supervisor', 'manager', 'asal', 'lamar', 'tau', 'nya', 'gak', 'sesuai', 'jadi', 'menghabiskan', 'waktu']","['aplikasi', 'sekarang', 'hilang', 'job', 'level', 'perlu', 'tau', 'level', 'staff', 'supervisor', 'manager', 'asal', 'lamar', 'tau', 'nya', 'gak', 'sesuai', 'jadi', 'habis', 'waktu']"
"Pliss tolong dong pihak jobstreet,banyak perusahaan bodong pake apk ini buat cari mangsa, saya salah satu korbannya uang 1,6jt saya langsung ilang dlm sedetik",1,pliss tolong dong pihak jobstreetbanyak perusahaan bodong pake apk ini buat cari mangsa saya salah satu korbannya uang jt saya langsung ilang dlm sedetik,"['pliss', 'tolong', 'dong', 'pihak', 'jobstreetbanyak', 'perusahaan', 'bodong', 'pake', 'apk', 'ini', 'buat', 'cari', 'mangsa', 'saya', 'salah', 'satu', 'korbannya', 'uang', 'jt', 'saya', 'langsung', 'ilang', 'dlm', 'sedetik']","['pliss', 'dong', 'pihak', 'jobstreetbanyak', 'perusahaan', 'bodong', 'pake', 'apk', 'buat', 'cari', 'mangsa', 'salah', 'satu', 'korbannya', 'uang', 'jt', 'langsung', 'ilang', 'dlm', 'sedetik']","['pliss', 'dong', 'pihak', 'jobstreetbanyak', 'usaha', 'bodong', 'pake', 'apk', 'buat', 'cari', 'mangsa', 'salah', 'satu', 'korban', 'uang', 'jt', 'langsung', 'ilang', 'dlm', 'detik']"
"Banyak loker yang digunakan untuk menipu, saran tolong diperketat filter untuk yang membuka lowongannya. Sudah 5x Saya dihubungi penipu yang mendapatkan kontak Saya dari Jobstreet.",3,banyak loker yang digunakan untuk menipu saran tolong diperketat filter untuk yang membuka lowongannya sudah x saya dihubungi penipu yang mendapatkan kontak saya dari jobstreet,"['banyak', 'loker', 'yang', 'digunakan', 'untuk', 'menipu', 'saran', 'tolong', 'diperketat', 'filter', 'untuk', 'yang', 'membuka', 'lowongannya', 'sudah', 'x', 'saya', 'dihubungi', 'penipu', 'yang', 'mendapatkan', 'kontak', 'saya', 'dari', 'jobstreet']","['banyak', 'loker', 'digunakan', 'menipu', 'saran', 'diperketat', 'filter', 'membuka', 'lowongannya', 'x', 'dihubungi', 'penipu', 'mendapatkan', 'kontak', 'jobstreet']","['banyak', 'loker', 'guna', 'tipu', 'saran', 'ketat', 'filter', 'buka', 'lowong', 'x', 'hubung', 'tipu', 'dapat', 'kontak', 'jobstreet']"
"sejauh ini sistem dari jobstreetnya aman-aman aja, tapi kenapa masih aja bisa lepas dari penipuan pekerjaan ya? harusnya aplikasi memperketat lg pendaftaran akun perusahaan/lainnya yg mau memasarkan pekerjaan di aplikasi ini?! saya sudah jd korban penipuan job yg mengatasnamakan perusahaan lain dan mereka meminta uang, mereka mana mikir kesiannya org yg udh disita waktu, ongkos, dan tenaga buat datengin tmpt kerjanya yg malah nipuuuu gini, org mo cari duit malah ditipu, tegaa🥺",2,sejauh ini sistem dari jobstreetnya amanaman aja tapi kenapa masih aja bisa lepas dari penipuan pekerjaan ya harusnya aplikasi memperketat lg pendaftaran akun perusahaanlainnya yg mau memasarkan pekerjaan di aplikasi ini saya sudah jd korban penipuan job yg mengatasnamakan perusahaan lain dan mereka meminta uang mereka mana mikir kesiannya org yg udh disita waktu ongkos dan tenaga buat datengin tmpt kerjanya yg malah nipuuuu gini org mo cari duit malah ditipu tegaa🥺,"['sejauh', 'ini', 'sistem', 'dari', 'jobstreetnya', 'amanaman', 'aja', 'tapi', 'kenapa', 'masih', 'aja', 'bisa', 'lepas', 'dari', 'penipuan', 'pekerjaan', 'ya', 'harusnya', 'aplikasi', 'memperketat', 'lg', 'pendaftaran', 'akun', 'perusahaanlainnya', 'yg', 'mau', 'memasarkan', 'pekerjaan', 'di', 'aplikasi', 'ini', 'saya', 'sudah', 'jd', 'korban', 'penipuan', 'job', 'yg', 'mengatasnamakan', 'perusahaan', 'lain', 'dan', 'mereka', 'meminta', 'uang', 'mereka', 'mana', 'mikir', 'kesiannya', 'org', 'yg', 'udh', 'disita', 'waktu', 'ongkos', 'dan', 'tenaga', 'buat', 'datengin', 'tmpt', 'kerjanya', 'yg', 'malah', 'nipuuuu', 'gini', 'org', 'mo', 'cari', 'duit', 'malah', 'ditipu', 'tegaa🥺']","['sejauh', 'sistem', 'jobstreetnya', 'amanaman', 'aja', 'aja', 'lepas', 'penipuan', 'pekerjaan', 'harusnya', 'aplikasi', 'memperketat', 'lg', 'pendaftaran', 'akun', 'perusahaanlainnya', 'yg', 'mau', 'memasarkan', 'pekerjaan', 'aplikasi', 'jd', 'korban', 'penipuan', 'job', 'yg', 'mengatasnamakan', 'perusahaan', 'meminta', 'uang', 'mana', 'mikir', 'kesiannya', 'org', 'yg', 'udh', 'disita', 'waktu', 'ongkos', 'tenaga', 'buat', 'datengin', 'tmpt', 'kerjanya', 'yg', 'malah', 'nipuuuu', 'gini', 'org', 'mo', 'cari', 'duit', 'malah', 'ditipu', 'tegaa🥺']","['jauh', 'sistem', 'jobstreetnya', 'amanaman', 'aja', 'aja', 'lepas', 'tipu', 'kerja', 'harus', 'aplikasi', 'ketat', 'lg', 'daftar', 'akun', 'perusahaanlainnya', 'yg', 'mau', 'pasar', 'kerja', 'aplikasi', 'jd', 'korban', 'tipu', 'job', 'yg', 'mengatasnamakan', 'usaha', 'minta', 'uang', 'mana', 'mikir', 'kesi', 'org', 'yg', 'udh', 'sita', 'waktu', 'ongkos', 'tenaga', 'buat', 'datengin', 'tmpt', 'kerja', 'yg', 'malah', 'nipuuuu', 'gin', 'org', 'mo', 'cari', 'duit', 'malah', 'tipu', 'tegaa']"
.l⛑️🧸,4,l⛑️🧸,['l⛑️🧸'],['l⛑️🧸'],['l']
banyak penipu,1,banyak penipu,"['banyak', 'penipu']","['banyak', 'penipu']","['banyak', 'tipu']"
aseli keren pisan ini mah bos,5,aseli keren pisan ini mah bos,"['aseli', 'keren', 'pisan', 'ini', 'mah', 'bos']","['aseli', 'keren', 'pisan', 'mah', 'bos']","['aseli', 'keren', 'pis', 'mah', 'bos']"
"apa yang mesti aku sampaikan baru memakai aplikasi ini jadi blm ada komentar, maaf",2,apa yang mesti aku sampaikan baru memakai aplikasi ini jadi blm ada komentar maaf,"['apa', 'yang', 'mesti', 'aku', 'sampaikan', 'baru', 'memakai', 'aplikasi', 'ini', 'jadi', 'blm', 'ada', 'komentar', 'maaf']","['apa', 'mesti', 'aku', 'sampaikan', 'baru', 'memakai', 'aplikasi', 'jadi', 'blm', 'komentar', 'maaf']","['apa', 'mesti', 'aku', 'sampai', 'baru', 'pakai', 'aplikasi', 'jadi', 'blm', 'komentar', 'maaf']"
"Banyak panggilan dari perusahaan palsu, percuma dilaporkan karena pihak yg buat paka carai scam dan tdk pernah habis, harusnya ada pihak yg turun ke lapangan atau CS yg hubungi terlebih dahulu perusahaan tersebut.",1,banyak panggilan dari perusahaan palsu percuma dilaporkan karena pihak yg buat paka carai scam dan tdk pernah habis harusnya ada pihak yg turun ke lapangan atau cs yg hubungi terlebih dahulu perusahaan tersebut,"['banyak', 'panggilan', 'dari', 'perusahaan', 'palsu', 'percuma', 'dilaporkan', 'karena', 'pihak', 'yg', 'buat', 'paka', 'carai', 'scam', 'dan', 'tdk', 'pernah', 'habis', 'harusnya', 'ada', 'pihak', 'yg', 'turun', 'ke', 'lapangan', 'atau', 'cs', 'yg', 'hubungi', 'terlebih', 'dahulu', 'perusahaan', 'tersebut']","['banyak', 'panggilan', 'perusahaan', 'palsu', 'percuma', 'dilaporkan', 'pihak', 'yg', 'buat', 'paka', 'carai', 'scam', 'tdk', 'pernah', 'habis', 'harusnya', 'pihak', 'yg', 'turun', 'lapangan', 'cs', 'yg', 'hubungi', 'terlebih', 'perusahaan', 'tersebut']","['banyak', 'panggil', 'usaha', 'palsu', 'percuma', 'lapor', 'pihak', 'yg', 'buat', 'paka', 'cara', 'scam', 'tdk', 'pernah', 'habis', 'harus', 'pihak', 'yg', 'turun', 'lapang', 'cs', 'yg', 'hubung', 'lebih', 'usaha', 'sebut']"
"Udah dari 2016 pakai jobstreet tapi gk pernah dapat panggilan dari aplikasi ini yang ada marketing dari jobstreet spam Mulu, beda sama aplikasi tetangga banyak follup nya ketimbang disini spam doang",1,udah dari  pakai jobstreet tapi gk pernah dapat panggilan dari aplikasi ini yang ada marketing dari jobstreet spam mulu beda sama aplikasi tetangga banyak follup nya ketimbang disini spam doang,"['udah', 'dari', 'pakai', 'jobstreet', 'tapi', 'gk', 'pernah', 'dapat', 'panggilan', 'dari', 'aplikasi', 'ini', 'yang', 'ada', 'marketing', 'dari', 'jobstreet', 'spam', 'mulu', 'beda', 'sama', 'aplikasi', 'tetangga', 'banyak', 'follup', 'nya', 'ketimbang', 'disini', 'spam', 'doang']","['udah', 'pakai', 'jobstreet', 'gk', 'pernah', 'panggilan', 'aplikasi', 'marketing', 'jobstreet', 'spam', 'mulu', 'beda', 'sama', 'aplikasi', 'tetangga', 'banyak', 'follup', 'nya', 'ketimbang', 'disini', 'spam', 'doang']","['udah', 'pakai', 'jobstreet', 'gk', 'pernah', 'panggil', 'aplikasi', 'marketing', 'jobstreet', 'spam', 'mulu', 'beda', 'sama', 'aplikasi', 'tetangga', 'banyak', 'follup', 'nya', 'ketimbang', 'sini', 'spam', 'doang']"
Kok saya tidak bisa apply yaa,4,kok saya tidak bisa apply yaa,"['kok', 'saya', 'tidak', 'bisa', 'apply', 'yaa']","['kok', 'apply', 'yaa']","['kok', 'apply', 'yaa']"
Bisa membantu orang,5,bisa membantu orang,"['bisa', 'membantu', 'orang']","['membantu', 'orang']","['bantu', 'orang']"
"Aplikasi yang sangat membantu buat jobseekers, ada pemberitahuannya jg",5,aplikasi yang sangat membantu buat jobseekers ada pemberitahuannya jg,"['aplikasi', 'yang', 'sangat', 'membantu', 'buat', 'jobseekers', 'ada', 'pemberitahuannya', 'jg']","['aplikasi', 'sangat', 'membantu', 'buat', 'jobseekers', 'pemberitahuannya', 'jg']","['aplikasi', 'sangat', 'bantu', 'buat', 'jobseekers', 'pemberitahuannya', 'jg']"
"Kenapa aplikasinya saat ini dalam pencarian modelnya berubah, tidak ada tampilan lokernya. Dan pada pencarian sering tidak muncul sesuai dengan pencarian",5,kenapa aplikasinya saat ini dalam pencarian modelnya berubah tidak ada tampilan lokernya dan pada pencarian sering tidak muncul sesuai dengan pencarian,"['kenapa', 'aplikasinya', 'saat', 'ini', 'dalam', 'pencarian', 'modelnya', 'berubah', 'tidak', 'ada', 'tampilan', 'lokernya', 'dan', 'pada', 'pencarian', 'sering', 'tidak', 'muncul', 'sesuai', 'dengan', 'pencarian']","['aplikasinya', 'pencarian', 'modelnya', 'berubah', 'tampilan', 'lokernya', 'pencarian', 'sering', 'muncul', 'sesuai', 'pencarian']","['aplikasi', 'cari', 'model', 'ubah', 'tampil', 'lokernya', 'cari', 'sering', 'muncul', 'sesuai', 'cari']"
Banyak hoax tentang Info lowongan kerja di jobstreet,1,banyak hoax tentang info lowongan kerja di jobstreet,"['banyak', 'hoax', 'tentang', 'info', 'lowongan', 'kerja', 'di', 'jobstreet']","['banyak', 'hoax', 'info', 'lowongan', 'kerja', 'jobstreet']","['banyak', 'hoax', 'info', 'lowong', 'kerja', 'jobstreet']"
Terimakasih Jobstreet...,5,terimakasih jobstreet,"['terimakasih', 'jobstreet']","['terimakasih', 'jobstreet']","['terimakasih', 'jobstreet']"
"Jobstreet mantab dan ok banget, update terus lowingan kerja nyasesuai yang kita inginkan",5,jobstreet mantab dan ok banget update terus lowingan kerja nyasesuai yang kita inginkan,"['jobstreet', 'mantab', 'dan', 'ok', 'banget', 'update', 'terus', 'lowingan', 'kerja', 'nyasesuai', 'yang', 'kita', 'inginkan']","['jobstreet', 'mantab', 'banget', 'update', 'terus', 'lowingan', 'kerja', 'nyasesuai', 'inginkan']","['jobstreet', 'mantab', 'banget', 'update', 'terus', 'lowingan', 'kerja', 'nyasesuai', 'ingin']"
aplikasi konyol,1,aplikasi konyol,"['aplikasi', 'konyol']","['aplikasi', 'konyol']","['aplikasi', 'konyol']"
kendala sudah oke,5,kendala sudah oke,"['kendala', 'sudah', 'oke']","['kendala', 'oke']","['kendala', 'oke']"
Lokernya kbnyakan penipuan yg diposting,1,lokernya kbnyakan penipuan yg diposting,"['lokernya', 'kbnyakan', 'penipuan', 'yg', 'diposting']","['lokernya', 'kbnyakan', 'penipuan', 'yg', 'diposting']","['lokernya', 'kbnyakan', 'tipu', 'yg', 'diposting']"
Selalu ngebantu utntu yang membutuh kan pekerjaan,5,selalu ngebantu utntu yang membutuh kan pekerjaan,"['selalu', 'ngebantu', 'utntu', 'yang', 'membutuh', 'kan', 'pekerjaan']","['selalu', 'ngebantu', 'utntu', 'membutuh', 'kan', 'pekerjaan']","['selalu', 'ngebantu', 'utntu', 'butuh', 'kan', 'kerja']"
"teruntuk jobstreet agar menyaring lagi perusahaan yang mendaftar sbg perusahaan yang mencari karyawan. saya sudah 3x mendapatkan panggilan dari lowongan di jobstreet dan tiga tiganya di gedung yg sama tetapi perusahaan nya berbeda. Pada saat interview di iming-imingi gaji dan tunjangan lain2 tetapi harus membayar administrasi sebesar 1,6jt bahkan lebih baru bs bekerja di perusahaan yang tertera di jobstreet. Saya sangat yakin kalau perusahaan tersebut perusahaan palsu alias penipuan.",3,teruntuk jobstreet agar menyaring lagi perusahaan yang mendaftar sbg perusahaan yang mencari karyawan saya sudah x mendapatkan panggilan dari lowongan di jobstreet dan tiga tiganya di gedung yg sama tetapi perusahaan nya berbeda pada saat interview di imingimingi gaji dan tunjangan lain tetapi harus membayar administrasi sebesar jt bahkan lebih baru bs bekerja di perusahaan yang tertera di jobstreet saya sangat yakin kalau perusahaan tersebut perusahaan palsu alias penipuan,"['teruntuk', 'jobstreet', 'agar', 'menyaring', 'lagi', 'perusahaan', 'yang', 'mendaftar', 'sbg', 'perusahaan', 'yang', 'mencari', 'karyawan', 'saya', 'sudah', 'x', 'mendapatkan', 'panggilan', 'dari', 'lowongan', 'di', 'jobstreet', 'dan', 'tiga', 'tiganya', 'di', 'gedung', 'yg', 'sama', 'tetapi', 'perusahaan', 'nya', 'berbeda', 'pada', 'saat', 'interview', 'di', 'imingimingi', 'gaji', 'dan', 'tunjangan', 'lain', 'tetapi', 'harus', 'membayar', 'administrasi', 'sebesar', 'jt', 'bahkan', 'lebih', 'baru', 'bs', 'bekerja', 'di', 'perusahaan', 'yang', 'tertera', 'di', 'jobstreet', 'saya', 'sangat', 'yakin', 'kalau', 'perusahaan', 'tersebut', 'perusahaan', 'palsu', 'alias', 'penipuan']","['teruntuk', 'jobstreet', 'menyaring', 'perusahaan', 'mendaftar', 'sbg', 'perusahaan', 'mencari', 'karyawan', 'x', 'mendapatkan', 'panggilan', 'lowongan', 'jobstreet', 'tiga', 'tiganya', 'gedung', 'yg', 'sama', 'perusahaan', 'nya', 'berbeda', 'interview', 'imingimingi', 'gaji', 'tunjangan', 'membayar', 'administrasi', 'sebesar', 'jt', 'bahkan', 'lebih', 'baru', 'bs', 'bekerja', 'perusahaan', 'tertera', 'jobstreet', 'sangat', 'yakin', 'kalau', 'perusahaan', 'tersebut', 'perusahaan', 'palsu', 'alias', 'penipuan']","['untuk', 'jobstreet', 'nyaring', 'usaha', 'daftar', 'sbg', 'usaha', 'cari', 'karyawan', 'x', 'dapat', 'panggil', 'lowong', 'jobstreet', 'tiga', 'tiga', 'gedung', 'yg', 'sama', 'usaha', 'nya', 'beda', 'interview', 'imingimingi', 'gaji', 'tunjang', 'bayar', 'administrasi', 'besar', 'jt', 'bahkan', 'lebih', 'baru', 'bs', 'kerja', 'usaha', 'tera', 'jobstreet', 'sangat', 'yakin', 'kalau', 'usaha', 'sebut', 'usaha', 'palsu', 'alias', 'tipu']"
